date,consumption,station_id
2009-01-01,,6545
2009-01-02,,6545
2009-01-03,,6545
2009-01-04,,6545
2009-01-05,,6545
2009-01-06,,6545
2009-01-07,,6545
2009-01-08,,6545
2009-01-09,,6545
2009-01-10,,6545
2009-01-11,,6545
2009-01-12,,6545
2009-01-13,,6545
2009-01-14,,6545
2009-01-15,,6545
2009-01-16,,6545
2009-01-17,,6545
2009-01-18,,6545
2009-01-19,,6545
2009-01-20,,6545
2009-01-21,,6545
2009-01-22,,6545
2009-01-23,,6545
2009-01-24,,6545
2009-01-25,,6545
2009-01-26,,6545
2009-01-27,,6545
2009-01-28,,6545
2009-01-29,,6545
2009-01-30,,6545
2009-02-01,,6545
2009-02-02,,6545
2009-02-03,,6545
2009-02-04,,6545
2009-02-05,,6545
2009-02-06,,6545
2009-02-07,,6545
2009-02-08,,6545
2009-02-09,,6545
2009-02-10,,6545
2009-02-11,,6545
2009-02-12,,6545
2009-02-13,,6545
2009-02-14,,6545
2009-02-15,,6545
2009-02-16,,6545
2009-02-17,,6545
2009-02-18,,6545
2009-02-19,,6545
2009-02-20,,6545
2009-02-21,,6545
2009-02-22,,6545
2009-02-23,,6545
2009-02-24,,6545
2009-02-25,,6545
2009-02-26,,6545
2009-02-27,,6545
2009-02-28,,6545
2009-03-01,,6545
2009-03-02,,6545
2009-03-03,,6545
2009-03-04,,6545
2009-03-05,,6545
2009-03-06,,6545
2009-03-07,,6545
2009-03-08,,6545
2009-03-09,,6545
2009-03-10,,6545
2009-03-11,,6545
2009-03-12,,6545
2009-03-13,,6545
2009-03-14,,6545
2009-03-15,,6545
2009-03-16,,6545
2009-03-17,,6545
2009-03-18,,6545
2009-03-19,,6545
2009-03-20,,6545
2009-03-21,,6545
2009-03-22,,6545
2009-03-23,,6545
2009-03-24,,6545
2009-03-25,,6545
2009-03-26,,6545
2009-03-27,,6545
2009-03-28,,6545
2009-03-29,,6545
2009-03-30,,6545
2009-04-01,,6545
2009-04-02,,6545
2009-04-03,,6545
2009-04-04,,6545
2009-04-05,0.081,6545
2009-04-06,0.43,6545
2009-04-07,0.79,6545
2009-04-08,1.14,6545
2009-04-09,1.2,6545
2009-04-10,1.26,6545
2009-04-11,1.32,6545
2009-04-12,1.38,6545
2009-04-13,1.4,6545
2009-04-14,1.32,6545
2009-04-15,1.06,6545
2009-04-16,0.93,6545
2009-04-17,0.87,6545
2009-04-18,0.85,6545
2009-04-19,0.9,6545
2009-04-20,0.87,6545
2009-04-21,0.94,6545
2009-04-22,1.02,6545
2009-04-23,1.09,6545
2009-04-24,1.26,6545
2009-04-25,1.38,6545
2009-04-26,1.69,6545
2009-04-27,2.05,6545
2009-04-28,2.63,6545
2009-04-29,3.24,6545
2009-04-30,3.65,6545
2009-05-01,3.66,6545
2009-05-02,4.62,6545
2009-05-03,6.74,6545
2009-05-04,5.9,6545
2009-05-05,4.73,6545
2009-05-06,4.24,6545
2009-05-07,2.83,6545
2009-05-08,2.95,6545
2009-05-09,3.28,6545
2009-05-10,3.17,6545
2009-05-11,2.4,6545
2009-05-12,2.3,6545
2009-05-13,1.5,6545
2009-05-14,1.76,6545
2009-05-15,1.56,6545
2009-05-16,1.4,6545
2009-05-17,1.24,6545
2009-05-18,2.43,6545
2009-05-19,2.43,6545
2009-05-20,2.19,6545
2009-05-21,1.56,6545
2009-05-22,1.56,6545
2009-05-23,1.4,6545
2009-05-24,1.76,6545
2009-05-25,1.56,6545
2009-05-26,2.43,6545
2009-05-27,1.56,6545
2009-05-28,2.43,6545
2009-05-29,1.95,6545
2009-05-30,2.7,6545
2009-06-01,2.97,6545
2009-06-02,2.19,6545
2009-06-03,1.76,6545
2009-06-04,1.56,6545
2009-06-05,1.4,6545
2009-06-06,1.4,6545
2009-06-07,1.56,6545
2009-06-08,1.95,6545
2009-06-09,1.95,6545
2009-06-10,1.76,6545
2009-06-11,1.56,6545
2009-06-12,1.4,6545
2009-06-13,1.24,6545
2009-06-14,1.24,6545
2009-06-15,1.24,6545
2009-06-16,1.24,6545
2009-06-17,1.24,6545
2009-06-18,1.1,6545
2009-06-19,1.95,6545
2009-06-20,6.08,6545
2009-06-21,6.56,6545
2009-06-22,14.2,6545
2009-06-23,18.1,6545
2009-06-24,14.9,6545
2009-06-25,10.1,6545
2009-06-26,8.05,6545
2009-06-27,9.08,6545
2009-06-28,36.2,6545
2009-06-29,40.6,6545
2009-06-30,18.1,6545
2009-07-01,11.3,6545
2009-07-02,8.56,6545
2009-07-03,7.54,6545
2009-07-04,13.6,6545
2009-07-05,25.8,6545
2009-07-06,19.5,6545
2009-07-07,12.4,6545
2009-07-08,9.59,6545
2009-07-09,8.05,6545
2009-07-10,7.04,6545
2009-07-11,6.56,6545
2009-07-12,9.08,6545
2009-07-13,10.1,6545
2009-07-14,8.05,6545
2009-07-15,7.54,6545
2009-07-16,7.54,6545
2009-07-17,6.56,6545
2009-07-18,6.56,6545
2009-07-19,7.6,6545
2009-07-20,11.6,6545
2009-07-21,9.68,6545
2009-07-22,10.9,6545
2009-07-23,13.7,6545
2009-07-24,13.0,6545
2009-07-25,13.7,6545
2009-07-26,14.4,6545
2009-07-27,13.7,6545
2009-07-28,14.4,6545
2009-07-29,15.2,6545
2009-07-30,15.9,6545
2009-08-01,14.4,6545
2009-08-02,13.7,6545
2009-08-03,10.9,6545
2009-08-04,10.9,6545
2009-08-05,11.6,6545
2009-08-06,11.6,6545
2009-08-07,10.9,6545
2009-08-08,10.3,6545
2009-08-09,19.0,6545
2009-08-10,17.4,6545
2009-08-11,15.2,6545
2009-08-12,13.7,6545
2009-08-13,12.3,6545
2009-08-14,10.9,6545
2009-08-15,10.9,6545
2009-08-16,10.3,6545
2009-08-17,9.68,6545
2009-08-18,9.07,6545
2009-08-19,8.46,6545
2009-08-20,7.85,6545
2009-08-21,7.26,6545
2009-08-22,7.26,6545
2009-08-23,6.74,6545
2009-08-24,6.22,6545
2009-08-25,5.77,6545
2009-08-26,5.77,6545
2009-08-27,5.77,6545
2009-08-28,5.31,6545
2009-08-29,4.95,6545
2009-08-30,5.31,6545
2009-09-01,11.6,6545
2009-09-02,10.3,6545
2009-09-03,8.46,6545
2009-09-04,7.85,6545
2009-09-05,7.26,6545
2009-09-06,6.74,6545
2009-09-07,6.22,6545
2009-09-08,5.77,6545
2009-09-09,5.77,6545
2009-09-10,5.31,6545
2009-09-11,5.77,6545
2009-09-12,5.31,6545
2009-09-13,4.95,6545
2009-09-14,4.95,6545
2009-09-15,4.95,6545
2009-09-16,4.59,6545
2009-09-17,4.59,6545
