date,consumption,station_id
1984-01-01,1300.0,5013
1984-01-02,1310.0,5013
1984-01-03,1320.0,5013
1984-01-04,1330.0,5013
1984-01-05,1320.0,5013
1984-01-06,1320.0,5013
1984-01-07,1310.0,5013
1984-01-08,1300.0,5013
1984-01-09,1290.0,5013
1984-01-10,1290.0,5013
1984-01-11,1280.0,5013
1984-01-12,1270.0,5013
1984-01-13,1270.0,5013
1984-01-14,1260.0,5013
1984-01-15,1250.0,5013
1984-01-16,1240.0,5013
1984-01-17,1240.0,5013
1984-01-18,1230.0,5013
1984-01-19,1220.0,5013
1984-01-20,1220.0,5013
1984-01-21,1210.0,5013
1984-01-22,1200.0,5013
1984-01-23,1190.0,5013
1984-01-24,1190.0,5013
1984-01-25,1180.0,5013
1984-01-26,1170.0,5013
1984-01-27,1170.0,5013
1984-01-28,1160.0,5013
1984-01-29,1150.0,5013
1984-01-30,1150.0,5013
1984-02-01,1130.0,5013
1984-02-02,1120.0,5013
1984-02-03,1120.0,5013
1984-02-04,1110.0,5013
1984-02-05,1100.0,5013
1984-02-06,1100.0,5013
1984-02-07,1090.0,5013
1984-02-08,1080.0,5013
1984-02-09,1070.0,5013
1984-02-10,1070.0,5013
1984-02-11,1060.0,5013
1984-02-12,1060.0,5013
1984-02-13,1060.0,5013
1984-02-14,1050.0,5013
1984-02-15,1050.0,5013
1984-02-16,1050.0,5013
1984-02-17,1050.0,5013
1984-02-18,1050.0,5013
1984-02-19,1050.0,5013
1984-02-20,1040.0,5013
1984-02-21,1040.0,5013
1984-02-22,1040.0,5013
1984-02-23,1040.0,5013
1984-02-24,1040.0,5013
1984-02-25,1040.0,5013
1984-02-26,1030.0,5013
1984-02-27,1030.0,5013
1984-02-28,1030.0,5013
1984-02-29,1030.0,5013
1984-03-01,1020.0,5013
1984-03-02,1020.0,5013
1984-03-03,1010.0,5013
1984-03-04,1010.0,5013
1984-03-05,1000.0,5013
1984-03-06,997.0,5013
1984-03-07,992.0,5013
1984-03-08,988.0,5013
1984-03-09,983.0,5013
1984-03-10,978.0,5013
1984-03-11,973.0,5013
1984-03-12,969.0,5013
1984-03-13,964.0,5013
1984-03-14,960.0,5013
1984-03-15,956.0,5013
1984-03-16,952.0,5013
1984-03-17,948.0,5013
1984-03-18,943.0,5013
1984-03-19,939.0,5013
1984-03-20,935.0,5013
1984-03-21,931.0,5013
1984-03-22,927.0,5013
1984-03-23,925.0,5013
1984-03-24,922.0,5013
1984-03-25,920.0,5013
1984-03-26,918.0,5013
1984-03-27,915.0,5013
1984-03-28,913.0,5013
1984-03-29,910.0,5013
1984-03-30,908.0,5013
1984-04-01,903.0,5013
1984-04-02,901.0,5013
