date,ice_thickness,snow_height,place,station_id
1984-01-10,65.0,8.0,1,5074
1984-01-20,35.0,8.0,1,5074
1984-01-31,40.0,9.0,1,5074
1984-02-10,49.0,8.0,1,5074
1984-02-20,60.0,13.0,1,5074
1984-02-29,73.0,12.0,1,5074
1984-03-10,63.0,8.0,1,5074
1984-03-20,72.0,10.0,1,5074
1984-03-31,53.0,13.0,1,5074
1984-04-05,,,1,5074
1984-04-10,,,1,5074
1984-11-20,14.0,,1,5074
1984-11-30,28.0,3.0,1,5074
1984-12-10,36.0,4.0,1,5074
1984-12-20,30.0,2.0,1,5074
1984-12-31,65.0,4.0,1,5074
1985-01-10,60.0,3.0,1,5074
1985-01-20,98.0,4.0,1,5074
1985-01-31,109.0,2.0,1,5074
1985-02-10,120.0,5.0,1,5074
1985-02-20,123.0,11.0,1,5074
1985-02-28,105.0,14.0,1,5074
1985-03-10,93.0,9.0,1,5074
1985-03-20,95.0,6.0,1,5074
1985-03-31,98.0,3.0,1,5074
1985-11-30,25.0,,1,5074
1985-12-10,49.0,2.0,1,5074
1985-12-20,35.0,3.0,1,5074
1985-12-31,37.0,,1,5074
1986-01-10,43.0,,1,5074
1986-01-20,48.0,,1,5074
1986-01-31,55.0,,1,5074
1986-02-10,84.0,,1,5074
1986-02-20,88.0,,1,5074
1986-02-28,88.0,,1,5074
1986-03-10,93.0,,1,5074
1986-03-20,95.0,,1,5074
1986-03-31,93.0,4.0,1,5074
1986-04-10,,,1,5074
1986-04-15,,,1,5074
1986-04-20,,,1,5074
1986-11-30,25.0,,1,5074
1986-12-10,27.0,,1,5074
1986-12-20,27.0,,1,5074
1986-12-31,37.0,,1,5074
1987-01-10,52.0,2.0,1,5074
1987-01-20,72.0,2.0,1,5074
1987-01-31,96.0,3.0,1,5074
1987-02-10,98.0,3.0,1,5074
1987-02-20,103.0,4.0,1,5074
1987-02-28,53.0,2.0,1,5074
1987-03-10,61.0,2.0,1,5074
1987-03-15,63.0,2.0,1,5074
1987-03-20,60.0,3.0,1,5074
1987-03-25,60.0,9.0,1,5074
1987-03-31,60.0,5.0,1,5074
1987-11-10,,,1,5074
1987-11-25,,,1,5074
1987-11-30,,,1,5074
1987-12-05,,,1,5074
1987-12-10,35.0,,1,5074
1987-12-15,,,1,5074
1987-12-20,38.0,,1,5074
1987-12-25,,,1,5074
1987-12-31,46.0,7.0,1,5074
1988-01-10,67.0,12.0,1,5074
1988-01-20,65.0,10.0,1,5074
1988-01-31,71.0,15.0,1,5074
1988-02-10,75.0,11.0,1,5074
1988-02-20,79.0,10.0,1,5074
1988-02-29,75.0,11.0,1,5074
1988-03-05,67.0,10.0,1,5074
1988-03-10,67.0,9.0,1,5074
1988-03-15,65.0,11.0,1,5074
1988-03-20,70.0,10.0,1,5074
1988-03-25,73.0,8.0,1,5074
1988-03-31,72.0,6.0,1,5074
1988-12-10,28.0,4.0,2,5074
1988-12-20,32.0,3.0,2,5074
1988-12-31,37.0,2.0,2,5074
1989-01-10,45.0,7.0,1,5074
1989-01-20,50.0,3.0,1,5074
1989-01-31,53.0,2.0,1,5074
1989-02-10,50.0,2.0,1,5074
1989-02-20,53.0,2.0,1,5074
1989-02-28,53.0,2.0,1,5074
1989-03-05,57.0,,1,5074
1989-03-10,59.0,3.0,1,5074
1989-03-15,53.0,2.0,1,5074
1989-03-20,53.0,1.0,1,5074
1989-03-25,,,1,5074
1989-03-31,,,1,5074
1989-04-05,,,1,5074
1989-04-10,,,1,5074
1989-11-30,,,1,5074
1989-12-10,,,1,5074
1989-12-20,26.0,,1,5074
