date,consumption,station_id
1986-01-01,,5358
1986-01-02,,5358
1986-01-03,,5358
1986-01-04,,5358
1986-01-05,,5358
1986-01-06,,5358
1986-01-07,,5358
1986-01-08,,5358
1986-01-09,,5358
1986-01-10,,5358
1986-01-11,,5358
1986-01-12,,5358
1986-01-13,,5358
1986-01-14,,5358
1986-01-15,,5358
1986-01-16,,5358
1986-01-17,,5358
1986-01-18,,5358
1986-01-19,,5358
1986-01-20,,5358
1986-01-21,,5358
1986-01-22,,5358
1986-01-23,,5358
1986-01-24,,5358
1986-01-25,,5358
1986-01-26,,5358
1986-01-27,,5358
1986-01-28,,5358
1986-01-29,,5358
1986-01-30,,5358
1986-02-01,,5358
1986-02-02,,5358
1986-02-03,,5358
1986-02-04,,5358
1986-02-05,,5358
1986-02-06,,5358
1986-02-07,,5358
1986-02-08,,5358
1986-02-09,,5358
1986-02-10,,5358
1986-02-11,,5358
1986-02-12,,5358
1986-02-13,,5358
1986-02-14,,5358
1986-02-15,,5358
1986-02-16,,5358
1986-02-17,,5358
1986-02-18,,5358
1986-02-19,,5358
1986-02-20,,5358
1986-02-21,,5358
1986-02-22,,5358
1986-02-23,,5358
1986-02-24,,5358
1986-02-25,,5358
1986-02-26,,5358
1986-02-27,,5358
1986-02-28,,5358
1986-03-01,,5358
1986-03-02,,5358
1986-03-03,,5358
1986-03-04,,5358
1986-03-05,,5358
1986-03-06,,5358
1986-03-07,,5358
1986-03-08,,5358
1986-03-09,,5358
1986-03-10,,5358
1986-03-11,,5358
1986-03-12,,5358
1986-03-13,,5358
1986-03-14,,5358
1986-03-15,,5358
1986-03-16,,5358
1986-03-17,,5358
1986-03-18,,5358
1986-03-19,,5358
1986-03-20,,5358
1986-03-21,,5358
1986-03-22,,5358
1986-03-23,,5358
1986-03-24,,5358
1986-03-25,,5358
1986-03-26,,5358
1986-03-27,,5358
1986-03-28,,5358
1986-03-29,,5358
1986-03-30,,5358
1986-04-01,,5358
1986-04-02,,5358
1986-04-03,,5358
1986-04-04,,5358
1986-04-05,,5358
1986-04-06,,5358
1986-04-07,,5358
1986-04-08,,5358
1986-04-09,,5358
1986-04-10,,5358
1986-04-11,,5358
1986-04-12,,5358
1986-04-13,,5358
1986-04-14,,5358
1986-04-15,,5358
1986-04-16,,5358
1986-04-17,,5358
1986-04-18,,5358
1986-04-19,,5358
1986-04-20,,5358
1986-04-21,,5358
1986-04-22,,5358
1986-04-23,,5358
1986-04-24,198.0,5358
1986-04-25,195.0,5358
1986-04-26,230.0,5358
1986-04-27,263.0,5358
1986-04-28,279.0,5358
1986-04-29,294.0,5358
1986-04-30,296.0,5358
1986-05-01,302.0,5358
1986-05-02,308.0,5358
1986-05-03,315.0,5358
1986-05-04,335.0,5358
1986-05-05,343.0,5358
1986-05-06,350.0,5358
1986-05-07,362.0,5358
1986-05-08,374.0,5358
1986-05-09,396.0,5358
1986-05-10,505.0,5358
1986-05-11,614.0,5358
1986-05-12,580.0,5358
1986-05-13,484.0,5358
1986-05-14,388.0,5358
1986-05-15,324.0,5358
1986-05-16,279.0,5358
1986-05-17,253.0,5358
1986-05-18,242.0,5358
1986-05-19,242.0,5358
1986-05-20,249.0,5358
1986-05-21,273.0,5358
1986-05-22,313.0,5358
1986-05-23,341.0,5358
1986-05-24,350.0,5358
1986-05-25,348.0,5358
1986-05-26,352.0,5358
1986-05-27,374.0,5358
1986-05-28,396.0,5358
