date,ice_thickness,snow_height,place,station_id
1984-01-10,88.0,3.0,1,6349
1984-01-20,107.0,,1,6349
1984-01-25,,,1,6349
1984-01-31,121.0,1.0,1,6349
1984-02-10,127.0,1.0,1,6349
1984-02-20,136.0,2.0,1,6349
1984-02-29,139.0,2.0,1,6349
1984-03-05,,,1,6349
1984-03-10,145.0,,1,6349
1984-03-15,152.0,,1,6349
1984-03-20,152.0,,1,6349
1984-03-25,151.0,,1,6349
1984-03-31,150.0,1.0,1,6349
1984-04-05,147.0,2.0,1,6349
1984-04-10,142.0,,1,6349
1984-04-15,127.0,,1,6349
1984-04-20,98.0,,1,6349
1984-04-25,89.0,,1,6349
1984-04-30,85.0,,1,6349
1984-11-10,11.0,,1,6349
1984-11-15,29.0,,1,6349
1984-11-20,40.0,,1,6349
1984-11-25,48.0,3.0,1,6349
1984-11-30,51.0,4.0,1,6349
1984-12-10,55.0,7.0,1,6349
1984-12-20,68.0,7.0,1,6349
1984-12-31,96.0,,1,6349
1985-01-10,113.0,,1,6349
1985-01-20,119.0,1.0,1,6349
1985-01-31,129.0,2.0,1,6349
1985-02-10,138.0,2.0,1,6349
1985-02-20,146.0,9.0,1,6349
1985-02-28,151.0,7.0,1,6349
1985-03-10,155.0,8.0,1,6349
1985-03-15,158.0,8.0,1,6349
1985-03-20,159.0,8.0,1,6349
1985-03-25,159.0,13.0,1,6349
1985-03-31,158.0,14.0,1,6349
1985-04-05,158.0,6.0,1,6349
1985-04-10,158.0,10.0,1,6349
1985-04-15,157.0,,1,6349
1985-04-20,143.0,,1,6349
1985-11-05,,,1,6349
1985-11-10,,,1,6349
1985-11-15,,,1,6349
1985-11-20,7.0,,1,6349
1985-11-25,23.0,,1,6349
1985-11-30,43.0,1.0,1,6349
1985-12-10,62.0,1.0,1,6349
1985-12-20,76.0,1.0,1,6349
1985-12-31,92.0,1.0,1,6349
1986-01-10,99.0,1.0,1,6349
1986-01-20,116.0,4.0,1,6349
1986-01-31,126.0,4.0,1,6349
1986-02-10,135.0,4.0,1,6349
