date,ice_thickness,snow_height,place,station_id
1984-01-25,45.0,15.0,1,5461
1984-02-29,39.0,20.0,1,5461
1984-03-25,30.0,29.0,1,5461
1984-11-30,48.0,10.0,1,5461
1984-12-10,48.0,9.0,1,5461
1984-12-20,60.0,8.0,1,5461
1984-12-31,60.0,8.0,1,5461
1985-01-10,62.0,9.0,1,5461
1985-01-20,62.0,9.0,1,5461
1985-01-31,62.0,8.0,1,5461
1985-02-10,63.0,8.0,1,5461
1985-02-20,62.0,18.0,1,5461
1985-02-28,61.0,18.0,1,5461
1985-03-10,59.0,18.0,1,5461
1985-03-20,47.0,20.0,1,5461
1985-03-31,42.0,19.0,1,5461
1985-11-25,11.0,2.0,1,5461
1985-11-30,23.0,2.0,1,5461
1985-12-05,34.0,3.0,1,5461
1985-12-10,37.0,3.0,1,5461
1985-12-20,41.0,4.0,1,5461
1985-12-31,42.0,4.0,1,5461
1986-01-10,55.0,11.0,1,5461
1986-01-20,56.0,11.0,1,5461
1986-01-31,57.0,11.0,1,5461
1986-02-10,71.0,16.0,1,5461
1986-02-20,81.0,18.0,1,5461
1986-02-28,81.0,22.0,1,5461
1986-03-10,54.0,23.0,1,5461
1986-03-20,51.0,21.0,1,5461
1986-03-31,50.0,18.0,1,5461
1986-04-10,48.0,28.0,1,5461
1986-04-20,41.0,15.0,1,5461
1986-04-30,,,1,5461
1986-11-20,21.0,2.0,1,5461
1986-12-10,51.0,5.0,1,5461
1986-12-20,52.0,5.0,1,5461
1986-12-31,65.0,7.0,1,5461
1987-01-10,68.0,7.0,1,5461
1987-01-20,83.0,9.0,1,5461
1987-01-31,84.0,9.0,1,5461
1987-02-10,84.0,8.0,1,5461
1987-02-20,83.0,9.0,1,5461
1987-02-28,81.0,9.0,1,5461
1987-03-10,82.0,8.0,1,5461
1987-03-20,93.0,17.0,1,5461
1987-03-31,86.0,17.0,1,5461
1987-04-05,81.0,12.0,1,5461
1987-04-10,75.0,14.0,1,5461
1987-04-15,61.0,12.0,1,5461
1987-04-20,74.0,4.0,1,5461
1987-04-25,70.0,3.0,1,5461
1987-11-05,,,1,5461
