date,ice_thickness,snow_height,place,station_id
1984-01-10,85.0,,1,6506
1984-01-20,109.0,,1,6506
1984-01-31,127.0,,1,6506
1984-02-10,147.0,,1,6506
1984-02-20,157.0,,1,6506
1984-02-29,178.0,,1,6506
1984-03-10,198.0,0.0,1,6506
1984-03-20,208.0,0.0,1,6506
1984-03-31,214.0,2.0,1,6506
1984-04-10,213.0,0.0,1,6506
1984-04-15,,,1,6506
1984-11-20,30.0,,1,6506
1984-11-30,38.0,,1,6506
1984-12-10,51.0,,1,6506
1984-12-20,64.0,,1,6506
1984-12-31,80.0,,1,6506
1985-01-10,113.0,0.0,1,6506
1985-01-20,125.0,1.0,1,6506
1985-01-31,145.0,2.0,1,6506
1985-02-10,166.0,,1,6506
1985-02-20,177.0,,1,6506
1985-02-28,186.0,,1,6506
1985-03-10,207.0,,1,6506
1985-03-20,217.0,,1,6506
1985-03-31,220.0,,1,6506
1985-11-20,26.0,10.0,1,6506
1985-11-30,31.0,10.0,1,6506
1985-12-10,42.0,10.0,1,6506
1985-12-20,67.0,,1,6506
1985-12-31,100.0,,1,6506
1986-01-10,117.0,,1,6506
1986-01-20,116.0,,1,6506
1986-01-31,122.0,,1,6506
1986-02-10,126.0,,1,6506
1986-02-20,135.0,,1,6506
1986-02-28,153.0,,1,6506
1986-03-10,160.0,,1,6506
1986-03-20,164.0,,1,6506
1986-04-05,,,1,6506
1986-04-10,,,1,6506
1986-04-15,,,1,6506
1986-04-20,,,1,6506
1986-04-25,,,1,6506
1986-11-10,25.0,1.0,1,6506
1986-11-20,25.0,,1,6506
1986-11-30,30.0,,1,6506
1986-12-10,53.0,,1,6506
1986-12-20,69.0,,1,6506
1986-12-31,84.0,,1,6506
1987-01-10,96.0,,1,6506
1987-01-20,106.0,,1,6506
1987-01-31,121.0,,1,6506
1987-02-10,130.0,,1,6506
1987-02-20,148.0,,1,6506
1987-02-28,150.0,,1,6506
1987-03-10,155.0,,1,6506
1987-03-20,166.0,,1,6506
1987-03-31,170.0,,1,6506
1987-11-20,14.0,10.0,1,6506
1987-11-30,23.0,15.0,1,6506
1987-12-10,32.0,15.0,1,6506
1987-12-20,44.0,,1,6506
1987-12-25,,,1,6506
1987-12-31,65.0,,1,6506
1988-01-05,,,1,6506
1988-01-10,84.0,,1,6506
1988-01-15,,,1,6506
1988-01-20,92.0,,1,6506
1988-01-25,,,1,6506
1988-01-31,98.0,,1,6506
1988-02-05,,,1,6506
1988-02-10,100.0,,1,6506
1988-02-15,,,1,6506
1988-02-20,102.0,,1,6506
1988-02-25,,,1,6506
1988-02-29,118.0,,1,6506
1988-03-05,,,1,6506
1988-03-10,127.0,,1,6506
1988-03-15,,,1,6506
1988-03-20,132.0,,1,6506
1988-03-25,,,1,6506
1988-03-31,137.0,,1,6506
1988-04-05,,,1,6506
1988-04-10,,,1,6506
1988-04-15,,,1,6506
1988-11-10,12.0,,1,6506
1988-11-20,30.0,,1,6506
1988-11-30,41.0,,1,6506
