date,ice_thickness,snow_height,place,station_id
1985-02-05,,,1,6563
1985-02-10,,,1,6563
1985-02-15,,,1,6563
1985-02-20,,,1,6563
1985-02-25,,,1,6563
1985-02-28,,,1,6563
1985-03-05,,,1,6563
1985-03-10,,,1,6563
1985-03-15,,,1,6563
1985-03-20,,,1,6563
1985-03-25,,,1,6563
1985-03-31,,,1,6563
1985-04-05,,,1,6563
1985-04-10,,,1,6563
1987-02-10,15.0,2.0,1,6563
1987-02-20,15.0,2.0,1,6563
1987-02-28,15.0,1.0,1,6563
1987-03-10,20.0,,1,6563
1987-03-20,23.0,,1,6563
1987-03-31,23.0,,1,6563
1988-11-10,3.0,,1,6563
1988-11-20,3.0,,1,6563
1988-11-30,5.0,,1,6563
1989-11-30,,,1,6563
1989-12-10,,,1,6563
1989-12-20,,,1,6563
1989-12-31,,,1,6563
1990-02-10,,,1,6563
1990-02-20,,,1,6563
1990-02-28,,,1,6563
1990-03-05,,,1,6563
1990-03-10,,,1,6563
1990-03-15,,,1,6563
1990-03-20,110.0,,1,6563
1990-03-25,,,1,6563
1990-03-31,,,1,6563
1990-04-05,,,1,6563
1990-04-10,,,1,6563
1990-04-15,,,1,6563
1990-12-20,6.0,,1,6563
1990-12-31,8.0,,1,6563
1991-01-10,8.0,,1,6563
1991-01-20,12.0,,1,6563
1991-01-31,16.0,,1,6563
1991-02-10,15.0,,1,6563
1991-02-20,16.0,,1,6563
1991-02-28,18.0,,1,6563
1991-03-10,19.0,,1,6563
1991-03-20,17.0,,1,6563
1991-03-31,14.0,,1,6563
1991-12-10,10.0,,1,6563
1991-12-20,12.0,,1,6563
1991-12-31,13.0,,1,6563
1992-01-10,13.0,,1,6563
1992-01-20,15.0,,1,6563
1992-01-31,17.0,,1,6563
1992-02-10,20.0,,1,6563
1992-02-20,21.0,,1,6563
1992-02-29,22.0,,1,6563
1992-03-10,23.0,,1,6563
1992-03-20,21.0,,1,6563
1992-11-20,5.0,,1,6563
1992-11-30,17.0,,1,6563
1992-12-10,17.0,,1,6563
1992-12-20,20.0,,1,6563
1992-12-31,20.0,,1,6563
1993-01-10,20.0,,1,6563
1993-01-20,20.0,,1,6563
1993-01-31,20.0,,1,6563
1993-02-10,22.0,,1,6563
1993-02-20,25.0,,1,6563
1993-02-28,25.0,,1,6563
1993-03-10,25.0,,1,6563
1993-03-20,25.0,,1,6563
1993-03-31,5.0,,1,6563
1993-04-05,,,1,6563
1993-04-10,,,1,6563
1993-12-10,9.0,,1,6563
1993-12-20,10.0,,1,6563
1993-12-31,12.0,,1,6563
1994-01-10,19.0,,1,6563
1994-01-20,20.0,,1,6563
1994-01-31,20.0,,1,6563
1994-02-10,19.0,,1,6563
1994-02-20,19.0,,1,6563
1994-02-28,17.0,,1,6563
1994-03-10,20.0,,1,6563
1994-03-20,18.0,,1,6563
1994-03-31,18.0,,1,6563
1994-12-10,18.0,,1,6563
1994-12-20,20.0,,1,6563
1994-12-31,25.0,,1,6563
1995-01-10,25.0,,1,6563
1995-01-20,23.0,,1,6563
1995-01-31,23.0,,1,6563
1995-02-10,21.0,,1,6563
1995-02-20,20.0,,1,6563
1995-02-28,20.0,,1,6563
1995-03-10,12.0,,1,6563
1995-03-20,10.0,,1,6563
1995-03-31,6.0,,1,6563
1995-11-30,15.0,,1,6563
1995-12-10,12.0,,1,6563
1995-12-20,12.0,,1,6563
1995-12-31,13.0,,1,6563
1996-01-05,,,1,6563
1996-01-10,10.0,,1,6563
1996-01-15,,,1,6563
1996-01-20,10.0,,1,6563
1996-01-25,,,1,6563
1996-01-31,10.0,,1,6563
1996-02-05,,,1,6563
1996-02-10,11.0,0.0,1,6563
1996-02-15,,,1,6563
1996-02-20,11.0,,1,6563
1996-02-25,,,1,6563
1996-02-29,10.0,,1,6563
1996-03-05,,,1,6563
