date,ice_thickness,snow_height,place,station_id
1984-12-10,59.0,2.0,1,6024
1984-12-15,59.0,2.0,1,6024
1984-12-20,70.0,4.0,1,6024
1984-12-31,80.0,4.0,1,6024
2012-10-31,,,2,6024
2013-01-05,,,2,6024
2013-01-10,59.0,21.0,2,6024
2013-01-15,,,2,6024
2013-01-20,75.0,20.0,2,6024
2013-01-25,,,2,6024
2013-01-31,85.0,27.0,2,6024
2013-02-05,,,2,6024
2013-02-10,67.0,26.0,2,6024
2013-02-15,,,2,6024
2013-02-20,79.0,32.0,2,6024
2013-02-25,,,2,6024
2013-02-28,80.0,28.0,2,6024
2013-03-05,,,2,6024
2013-03-10,81.0,27.0,2,6024
2013-03-15,85.0,30.0,2,6024
2013-03-20,85.0,36.0,2,6024
2013-03-25,85.0,26.0,2,6024
2013-03-31,,,2,6024
2013-04-05,,,2,6024
2013-04-10,,,2,6024
2013-04-15,,,2,6024
2013-04-20,,,2,6024
2013-04-25,,,2,6024
2013-04-30,,,2,6024
2013-11-10,,,2,6024
2013-11-15,20.0,2.0,2,6024
2013-11-20,20.0,6.0,2,6024
2013-11-25,22.0,5.0,2,6024
2013-11-30,22.0,9.0,2,6024
2013-12-05,25.0,8.0,2,6024
2013-12-10,29.0,11.0,2,6024
2013-12-15,31.0,12.0,2,6024
2013-12-20,,,2,6024
2013-12-25,,,2,6024
2013-12-31,47.0,13.0,2,6024
2014-01-05,,,2,6024
2014-01-10,56.0,14.0,2,6024
2014-01-15,,,2,6024
2014-01-20,57.0,16.0,2,6024
2014-01-25,,,2,6024
2014-01-31,63.0,18.0,2,6024
2014-02-05,,,2,6024
2014-02-10,73.0,20.0,2,6024
2014-02-15,,,2,6024
2014-02-20,78.0,20.0,2,6024
2014-02-25,,,2,6024
2014-02-28,82.0,32.0,2,6024
2014-03-05,,,2,6024
2014-03-10,84.0,23.0,2,6024
2014-03-15,87.0,18.0,2,6024
2014-03-20,87.0,7.0,2,6024
2014-03-25,,,2,6024
2014-03-31,,,2,6024
2014-04-05,,,2,6024
2014-04-10,,,2,6024
2014-04-15,,,2,6024
2014-04-20,,,2,6024
2014-10-31,,,2,6024
2014-11-05,10.0,,2,6024
2014-11-10,14.0,1.0,2,6024
2014-11-15,25.0,1.0,2,6024
2014-11-20,30.0,1.0,2,6024
2014-11-25,,,2,6024
2014-11-30,37.0,3.0,2,6024
2014-12-05,,,2,6024
2014-12-10,45.0,13.0,2,6024
2014-12-15,,,2,6024
2014-12-20,57.0,17.0,2,6024
2014-12-25,,,2,6024
2014-12-31,70.0,17.0,2,6024
2015-01-05,,,2,6024
2015-01-10,77.0,17.0,2,6024
2015-01-15,,,2,6024
2015-01-20,83.0,17.0,2,6024
2015-01-25,,,2,6024
2015-01-31,85.0,18.0,2,6024
2015-02-05,,,2,6024
2015-02-10,87.0,19.0,2,6024
2015-02-15,,,2,6024
2015-02-20,90.0,19.0,2,6024
2015-02-25,,,2,6024
2015-02-28,91.0,35.0,2,6024
2015-03-05,,,2,6024
2015-03-10,92.0,34.0,2,6024
2015-03-15,,,2,6024
2015-03-20,94.0,29.0,2,6024
2015-03-25,95.0,20.0,2,6024
2015-03-31,,,2,6024
2015-04-05,,,2,6024
2015-04-10,,,2,6024
2015-04-15,,,2,6024
2015-04-20,,,2,6024
2015-04-25,,,2,6024
2015-10-31,,,2,6024
2015-11-05,,,2,6024
2015-11-10,7.0,,2,6024
2015-11-15,8.0,,2,6024
2015-11-20,15.0,,2,6024
2015-11-25,29.0,,2,6024
2015-11-30,40.0,,2,6024
2015-12-05,,,2,6024
2015-12-10,52.0,0.0,2,6024
2015-12-15,,,2,6024
2015-12-20,60.0,3.0,2,6024
2015-12-25,,,2,6024
2015-12-31,74.0,3.0,2,6024
2016-01-05,,,2,6024
2016-01-10,80.0,4.0,2,6024
2016-01-15,,,2,6024
2016-01-20,88.0,6.0,2,6024
2016-01-25,,,2,6024
2016-01-31,94.0,6.0,2,6024
2016-02-05,,,2,6024
2016-02-10,101.0,6.0,2,6024
2016-02-15,,,2,6024
2016-02-20,110.0,6.0,2,6024
2016-02-25,,,2,6024
2016-02-29,115.0,6.0,2,6024
2016-03-05,,,2,6024
2016-03-10,120.0,11.0,2,6024
2016-03-15,122.0,4.0,2,6024
2016-03-20,123.0,16.0,2,6024
2016-03-25,124.0,4.0,2,6024
2016-03-31,124.0,,2,6024
2016-04-05,118.0,,2,6024
2016-04-10,,,2,6024
2016-04-15,,,2,6024
2016-04-20,,,2,6024
2016-10-25,,,2,6024
2016-10-31,10.0,,2,6024
2016-11-05,18.0,1.0,2,6024
2016-11-10,26.0,1.0,2,6024
2016-11-15,31.0,16.0,2,6024
2016-11-20,37.0,16.0,2,6024
2016-11-25,,,2,6024
2016-11-30,38.0,16.0,2,6024
2016-12-05,,,2,6024
2016-12-10,41.0,21.0,2,6024
2016-12-15,,,2,6024
2016-12-20,51.0,21.0,2,6024
2016-12-25,,,2,6024
2016-12-31,60.0,21.0,2,6024
2017-01-05,,,2,6024
2017-01-10,71.0,22.0,2,6024
2017-01-15,,,2,6024
2017-01-20,77.0,22.0,2,6024
2017-01-25,,,2,6024
2017-01-31,83.0,22.0,2,6024
2017-02-05,,,2,6024
2017-02-10,85.0,22.0,2,6024
2017-02-15,,,2,6024
2017-02-20,87.0,22.0,2,6024
2017-02-25,,,2,6024
2017-02-28,88.0,22.0,2,6024
2017-03-05,,,2,6024
2017-03-10,90.0,22.0,2,6024
2017-03-15,90.0,15.0,2,6024
2017-03-20,90.0,0.0,2,6024
2017-03-25,90.0,,2,6024
2017-03-31,85.0,,2,6024
2017-04-05,80.0,,2,6024
2017-04-10,,,2,6024
2017-04-15,,,2,6024
2017-04-20,,,2,6024
2017-11-05,,,2,6024
2017-11-10,,,2,6024
2017-11-15,9.0,4.0,2,6024
2017-11-20,19.0,4.0,2,6024
2017-11-25,29.0,6.0,2,6024
2017-11-30,37.0,7.0,2,6024
2017-12-05,,,2,6024
2017-12-10,52.0,7.0,2,6024
2017-12-15,,,2,6024
2017-12-20,65.0,7.0,2,6024
2017-12-25,,,2,6024
2017-12-31,75.0,7.0,2,6024
