date,ice_thickness,snow_height,place,station_id
1984-01-05,78.0,15.0,1,6287
1984-01-10,80.0,16.0,1,6287
1984-01-15,81.0,15.0,1,6287
1984-01-20,85.0,15.0,1,6287
1984-01-25,91.0,15.0,1,6287
1984-01-31,89.0,15.0,1,6287
1984-02-05,92.0,18.0,1,6287
1984-02-10,90.0,15.0,1,6287
1984-02-15,94.0,18.0,1,6287
1984-02-20,95.0,15.0,1,6287
1984-02-25,94.0,15.0,1,6287
1984-02-29,98.0,15.0,1,6287
1984-03-05,108.0,12.0,1,6287
1984-03-10,116.0,12.0,1,6287
1984-03-15,116.0,2.0,1,6287
1984-03-20,105.0,2.0,1,6287
1984-03-25,105.0,7.0,1,6287
1984-03-31,110.0,7.0,1,6287
1984-04-05,105.0,6.0,1,6287
1984-04-10,98.0,8.0,1,6287
1984-04-15,87.0,,1,6287
1984-04-20,,,1,6287
1984-04-25,,,1,6287
1984-12-05,43.0,8.0,1,6287
1984-12-10,42.0,8.0,1,6287
1984-12-15,45.0,5.0,1,6287
1984-12-20,45.0,8.0,1,6287
1984-12-25,47.0,8.0,1,6287
1984-12-31,60.0,8.0,1,6287
1985-01-05,76.0,9.0,1,6287
1985-01-10,75.0,8.0,1,6287
1985-01-15,79.0,8.0,1,6287
1985-01-20,80.0,8.0,1,6287
1985-01-25,86.0,10.0,1,6287
1985-01-31,88.0,10.0,1,6287
1985-02-05,90.0,10.0,1,6287
1985-02-10,90.0,8.0,1,6287
1985-02-15,98.0,8.0,1,6287
1985-02-20,99.0,10.0,1,6287
1985-02-25,101.0,10.0,1,6287
1985-02-28,103.0,10.0,1,6287
1985-03-05,101.0,6.0,1,6287
1985-03-10,105.0,5.0,1,6287
1985-03-15,112.0,4.0,1,6287
1985-03-20,112.0,4.0,1,6287
1985-03-25,112.0,5.0,1,6287
1985-03-31,110.0,2.0,1,6287
1985-12-10,50.0,,1,6287
1985-12-15,80.0,,1,6287
1985-12-20,80.0,,1,6287
1985-12-25,82.0,,1,6287
1985-12-31,86.0,,1,6287
1986-01-05,85.0,,1,6287
1986-01-10,86.0,,1,6287
1986-01-15,86.0,,1,6287
1986-01-20,86.0,,1,6287
1986-01-25,88.0,,1,6287
1986-01-31,92.0,,1,6287
1986-02-05,91.0,,1,6287
1986-02-10,94.0,,1,6287
1986-02-15,96.0,,1,6287
1986-02-20,98.0,,1,6287
1986-02-25,101.0,,1,6287
1986-02-28,108.0,,1,6287
1986-03-05,110.0,,1,6287
1986-03-10,108.0,,1,6287
1986-03-15,105.0,,1,6287
1986-03-20,102.0,,1,6287
1986-03-25,101.0,,1,6287
1986-03-31,100.0,,1,6287
1986-12-05,37.0,,1,6287
1986-12-10,45.0,,1,6287
1986-12-20,64.0,,1,6287
1986-12-31,71.0,,1,6287
1987-01-05,72.0,4.0,1,6287
1987-01-10,76.0,,1,6287
1987-01-15,79.0,6.0,1,6287
1987-01-20,84.0,6.0,1,6287
1987-01-25,87.0,,1,6287
1987-01-31,92.0,,1,6287
1987-02-05,96.0,5.0,1,6287
1987-02-10,98.0,6.0,1,6287
1987-02-15,101.0,11.0,1,6287
1987-02-20,103.0,11.0,1,6287
1987-02-25,103.0,11.0,1,6287
1987-02-28,103.0,11.0,1,6287
