date,ice_thickness,snow_height,place,station_id
1984-01-05,,,1,6345
1984-01-10,117.0,4.0,1,6345
1984-01-20,126.0,4.0,1,6345
1984-01-31,133.0,6.0,1,6345
1984-02-05,,,1,6345
1984-02-10,141.0,7.0,1,6345
1984-02-20,150.0,6.0,1,6345
1984-02-29,154.0,6.0,1,6345
1984-03-05,,,1,6345
1984-03-10,158.0,5.0,1,6345
1984-03-15,160.0,4.0,1,6345
1984-03-20,160.0,4.0,1,6345
1984-03-31,159.0,,1,6345
1984-04-05,,,1,6345
1984-04-10,153.0,,1,6345
1984-04-15,143.0,,1,6345
1984-04-20,,,1,6345
1984-04-25,,,1,6345
1984-10-31,28.0,,1,6345
1984-11-10,33.0,5.0,1,6345
1984-11-20,53.0,4.0,1,6345
1984-11-30,60.0,9.0,1,6345
1984-12-10,67.0,10.0,1,6345
1984-12-20,76.0,10.0,1,6345
1984-12-31,84.0,10.0,1,6345
1985-01-10,95.0,11.0,1,6345
1985-01-20,104.0,10.0,1,6345
1985-01-31,113.0,10.0,1,6345
1985-02-10,123.0,9.0,1,6345
1985-02-20,129.0,14.0,1,6345
1985-02-28,131.0,12.0,1,6345
1985-03-05,138.0,13.0,1,6345
1985-03-10,137.0,13.0,1,6345
1985-03-15,137.0,11.0,1,6345
1985-03-20,137.0,11.0,1,6345
1985-03-25,135.0,21.0,1,6345
1985-03-31,133.0,16.0,1,6345
1985-04-05,134.0,8.0,1,6345
1985-04-10,135.0,5.0,1,6345
1985-04-15,135.0,4.0,1,6345
1985-04-20,134.0,,1,6345
1985-04-25,125.0,,1,6345
1985-10-20,,,1,6345
1985-10-25,,,1,6345
1985-10-31,9.0,12.0,1,6345
1985-11-10,27.0,17.0,1,6345
1985-11-20,46.0,17.0,1,6345
1985-11-30,62.0,16.0,1,6345
1985-12-10,69.0,16.0,1,6345
1985-12-20,82.0,17.0,1,6345
1985-12-31,91.0,17.0,1,6345
1986-01-10,98.0,17.0,1,6345
1986-01-20,104.0,23.0,1,6345
1986-01-31,107.0,21.0,1,6345
1986-02-10,113.0,21.0,1,6345
1986-02-20,118.0,21.0,1,6345
1986-02-25,,,1,6345
1986-02-28,120.0,20.0,1,6345
1986-03-10,122.0,21.0,1,6345
1986-03-15,122.0,20.0,1,6345
1986-03-20,124.0,20.0,1,6345
1986-03-25,124.0,21.0,1,6345
1986-03-31,125.0,25.0,1,6345
1986-04-05,124.0,20.0,1,6345
1986-04-10,124.0,10.0,1,6345
1986-04-15,120.0,,1,6345
1986-04-20,120.0,,1,6345
1986-04-25,115.0,,1,6345
1986-04-30,,,1,6345
1986-10-25,,,1,6345
1986-10-31,12.0,,1,6345
1986-11-05,15.0,2.0,1,6345
1986-11-10,20.0,4.0,1,6345
1986-11-15,29.0,4.0,1,6345
1986-11-20,37.0,4.0,1,6345
1986-11-30,54.0,3.0,1,6345
1986-12-10,58.0,5.0,1,6345
1986-12-20,63.0,8.0,1,6345
1986-12-31,69.0,9.0,1,6345
1987-01-10,78.0,10.0,1,6345
1987-01-20,84.0,11.0,1,6345
1987-01-31,98.0,11.0,1,6345
1987-02-10,110.0,15.0,1,6345
1987-02-20,111.0,15.0,1,6345
1987-02-28,113.0,15.0,1,6345
1987-03-10,118.0,15.0,1,6345
1987-03-20,119.0,21.0,1,6345
1987-03-31,124.0,25.0,1,6345
1987-04-05,124.0,8.0,1,6345
1987-04-10,120.0,6.0,1,6345
1987-04-15,118.0,4.0,1,6345
1987-04-20,114.0,3.0,1,6345
1987-04-25,108.0,,1,6345
1987-04-30,105.0,,1,6345
1987-10-25,9.0,,1,6345
1987-10-31,12.0,3.0,1,6345
1987-11-05,24.0,3.0,1,6345
1987-11-10,28.0,3.0,1,6345
1987-11-15,34.0,6.0,1,6345
1987-11-20,37.0,8.0,1,6345
1987-11-30,47.0,11.0,1,6345
1987-12-10,64.0,8.0,1,6345
1987-12-20,71.0,11.0,1,6345
1987-12-31,86.0,11.0,1,6345
