date,consumption,station_id
1984-01-01,22.1,5311
1984-01-02,22.2,5311
1984-01-03,22.3,5311
1984-01-04,22.4,5311
1984-01-05,22.5,5311
1984-01-06,22.6,5311
1984-01-07,22.7,5311
1984-01-08,22.8,5311
1984-01-09,22.9,5311
1984-01-10,22.6,5311
1984-01-11,22.3,5311
1984-01-12,22.0,5311
1984-01-13,21.8,5311
1984-01-14,21.5,5311
1984-01-15,21.2,5311
1984-01-16,20.9,5311
1984-01-17,20.6,5311
1984-01-18,20.3,5311
1984-01-19,20.0,5311
1984-01-20,19.8,5311
1984-01-21,19.5,5311
1984-01-22,19.2,5311
1984-01-23,18.9,5311
1984-01-24,18.6,5311
1984-01-25,18.3,5311
1984-01-26,18.0,5311
1984-01-27,17.7,5311
1984-01-28,17.5,5311
1984-01-29,17.2,5311
1984-01-30,16.9,5311
1984-02-01,16.4,5311
1984-02-02,16.2,5311
1984-02-03,16.0,5311
1984-02-04,15.8,5311
1984-02-05,15.6,5311
1984-02-06,15.4,5311
1984-02-07,15.2,5311
1984-02-08,15.1,5311
1984-02-09,14.9,5311
1984-02-10,14.7,5311
1984-02-11,14.5,5311
1984-02-12,14.3,5311
1984-02-13,14.1,5311
1984-02-14,13.9,5311
1984-02-15,13.7,5311
1984-02-16,13.4,5311
1984-02-17,13.2,5311
1984-02-18,12.9,5311
1984-02-19,12.6,5311
1984-02-20,12.4,5311
1984-02-21,12.1,5311
1984-02-22,11.8,5311
1984-02-23,11.6,5311
1984-02-24,11.3,5311
1984-02-25,11.1,5311
1984-02-26,10.8,5311
1984-02-27,10.5,5311
1984-02-28,10.3,5311
1984-02-29,9.99,5311
1984-03-01,9.73,5311
1984-03-02,9.46,5311
1984-03-03,9.2,5311
1984-03-04,9.3,5311
1984-03-05,9.4,5311
1984-03-06,9.5,5311
1984-03-07,9.6,5311
1984-03-08,9.7,5311
1984-03-09,9.8,5311
1984-03-10,9.9,5311
1984-03-11,10.0,5311
1984-03-12,10.1,5311
1984-03-13,10.2,5311
1984-03-14,10.3,5311
1984-03-15,10.4,5311
1984-03-16,10.5,5311
1984-03-17,10.6,5311
1984-03-18,11.1,5311
1984-03-19,11.6,5311
1984-03-20,12.1,5311
1984-03-21,12.6,5311
1984-03-22,13.1,5311
1984-03-23,13.6,5311
1984-03-24,14.1,5311
1984-03-25,14.6,5311
1984-03-26,15.8,5311
1984-03-27,16.9,5311
1984-03-28,18.1,5311
1984-03-29,19.3,5311
1984-03-30,20.4,5311
1984-04-01,23.3,5311
1984-04-02,25.1,5311
1984-04-03,26.8,5311
1984-04-04,28.6,5311
1984-04-05,30.3,5311
1984-04-06,32.0,5311
1984-04-07,33.8,5311
1984-04-08,35.5,5311
1984-04-09,37.3,5311
1984-04-10,39.0,5311
1984-04-11,40.8,5311
1984-04-12,42.5,5311
1984-04-13,49.1,5311
1984-04-14,55.6,5311
1984-04-15,62.2,5311
1984-04-16,162.0,5311
1984-04-17,261.0,5311
1984-04-18,361.0,5311
1984-04-19,460.0,5311
1984-04-20,560.0,5311
1984-04-21,659.0,5311
1984-04-22,667.0,5311
1984-04-23,585.0,5311
1984-04-24,606.0,5311
1984-04-25,593.0,5311
1984-04-26,554.0,5311
1984-04-27,491.0,5311
1984-04-28,444.0,5311
1984-04-29,465.0,5311
1984-04-30,507.0,5311
1984-05-01,569.0,5311
1984-05-02,614.0,5311
1984-05-03,606.0,5311
1984-05-04,569.0,5311
1984-05-05,522.0,5311
1984-05-06,488.0,5311
1984-05-07,499.0,5311
1984-05-08,577.0,5311
1984-05-09,680.0,5311
1984-05-10,724.0,5311
1984-05-11,710.0,5311
1984-05-12,693.0,5311
1984-05-13,684.0,5311
1984-05-14,676.0,5311
1984-05-15,647.0,5311
1984-05-16,598.0,5311
1984-05-17,569.0,5311
1984-05-18,593.0,5311
