date,ice_thickness,snow_height,place,station_id
1984-01-10,67.0,14.0,1,6421
1984-01-20,79.0,14.0,1,6421
1984-01-31,85.0,17.0,1,6421
1984-02-10,91.0,18.0,1,6421
1984-02-20,96.0,18.0,1,6421
1984-02-29,99.0,20.0,1,6421
1984-03-10,103.0,13.0,1,6421
1984-03-15,105.0,10.0,1,6421
1984-03-20,92.0,3.0,1,6421
1984-03-25,92.0,15.0,1,6421
1984-03-31,88.0,,1,6421
1984-04-05,83.0,6.0,1,6421
1984-04-10,,,1,6421
1984-04-15,,,1,6421
1984-04-20,,,1,6421
1984-11-25,40.0,6.0,1,6421
1984-11-30,43.0,7.0,1,6421
1984-12-10,61.0,8.0,1,6421
1984-12-20,71.0,9.0,1,6421
1984-12-31,76.0,9.0,1,6421
1985-01-10,80.0,10.0,1,6421
1985-01-20,87.0,11.0,1,6421
1985-01-31,96.0,12.0,1,6421
1985-02-10,105.0,13.0,1,6421
1985-02-20,106.0,16.0,1,6421
1985-02-28,105.0,19.0,1,6421
1985-03-10,106.0,18.0,1,6421
1985-03-20,103.0,,1,6421
1985-03-31,108.0,,1,6421
1985-10-25,,,1,6421
1985-10-31,,,1,6421
1985-11-05,,,1,6421
1985-11-10,,,1,6421
1985-11-15,,,1,6421
1985-11-20,,,1,6421
1985-11-25,24.0,1.0,1,6421
1985-11-30,32.0,2.0,1,6421
1985-12-10,47.0,3.0,1,6421
1985-12-20,65.0,4.0,1,6421
1985-12-31,76.0,4.0,1,6421
1986-01-10,84.0,4.0,1,6421
1986-01-20,97.0,4.0,1,6421
1986-01-31,110.0,5.0,1,6421
1986-02-10,116.0,3.0,1,6421
1986-02-20,119.0,3.0,1,6421
1986-02-28,120.0,2.0,1,6421
1986-03-10,121.0,1.0,1,6421
1986-03-20,123.0,,1,6421
1986-03-25,,,1,6421
1986-03-31,122.0,,1,6421
1986-04-05,,,1,6421
1986-04-10,,,1,6421
1986-04-15,,,1,6421
1986-04-20,,,1,6421
1986-04-25,,,1,6421
1986-11-15,23.0,3.0,1,6421
1986-11-20,27.0,4.0,1,6421
1986-11-30,35.0,4.0,1,6421
1986-12-10,45.0,5.0,1,6421
1986-12-20,58.0,7.0,1,6421
1986-12-31,73.0,8.0,1,6421
1987-01-10,84.0,8.0,1,6421
1987-01-20,90.0,8.0,1,6421
1987-01-31,99.0,7.0,1,6421
1987-02-10,112.0,7.0,1,6421
1987-02-20,110.0,12.0,1,6421
1987-02-28,116.0,11.0,1,6421
1987-03-10,119.0,9.0,1,6421
1987-03-20,124.0,2.0,1,6421
1987-03-31,132.0,,1,6421
1987-11-10,,,1,6421
1987-11-15,16.0,,1,6421
1987-11-20,26.0,1.0,1,6421
1987-11-30,33.0,2.0,1,6421
1987-12-10,45.0,2.0,1,6421
1987-12-20,60.0,5.0,1,6421
1987-12-31,62.0,14.0,1,6421
1988-01-10,66.0,17.0,1,6421
1988-01-20,77.0,18.0,1,6421
1988-01-31,86.0,20.0,1,6421
1988-02-10,95.0,21.0,1,6421
1988-02-20,102.0,21.0,1,6421
1988-02-29,108.0,19.0,1,6421
1988-03-10,109.0,10.0,1,6421
1988-03-20,114.0,1.0,1,6421
1988-03-31,117.0,,1,6421
1988-04-05,121.0,,1,6421
1988-04-10,118.0,,1,6421
1988-11-10,14.0,0.0,1,6421
1988-11-15,27.0,0.0,1,6421
1988-11-20,32.0,0.0,1,6421
1988-11-25,34.0,10.0,1,6421
1988-11-30,35.0,10.0,1,6421
1988-12-05,35.0,10.0,1,6421
1988-12-10,37.0,10.0,1,6421
1988-12-15,38.0,10.0,1,6421
1988-12-20,38.0,10.0,1,6421
1988-12-25,40.0,10.0,1,6421
1988-12-31,40.0,11.0,1,6421
1989-01-10,40.0,11.0,1,6421
1989-01-20,43.0,11.0,1,6421
1989-01-31,44.0,11.0,1,6421
1989-02-10,49.0,11.0,1,6421
1989-02-20,52.0,10.0,1,6421
1989-02-28,58.0,10.0,1,6421
1989-03-10,65.0,4.0,1,6421
1989-03-15,70.0,4.0,1,6421
1989-03-20,75.0,3.0,1,6421
1989-03-25,78.0,,1,6421
1989-03-31,,,1,6421
1989-04-05,,,1,6421
1989-04-10,,,1,6421
1989-04-15,,,1,6421
1989-11-20,21.0,,1,6421
1989-11-25,40.0,1.0,1,6421
