date,ice_thickness,snow_height,place,station_id
1984-01-05,58.0,1.0,1,6280
1984-01-10,76.0,1.0,1,6280
1984-01-15,,,1,6280
1984-01-20,94.0,1.0,1,6280
1984-01-25,,,1,6280
1984-01-31,106.0,12.0,1,6280
1984-02-05,,,1,6280
1984-02-10,114.0,12.0,1,6280
1984-02-15,,,1,6280
1984-02-20,140.0,12.0,1,6280
1984-02-25,,,1,6280
1984-02-29,147.0,10.0,1,6280
1984-03-05,,,1,6280
1984-03-10,154.0,,1,6280
1985-01-25,62.0,4.0,1,6280
1985-01-31,66.0,4.0,1,6280
1985-02-10,104.0,4.0,1,6280
1985-02-20,120.0,12.0,1,6280
1985-02-28,127.0,12.0,1,6280
1985-03-10,154.0,5.0,1,6280
1985-03-20,160.0,4.0,1,6280
1985-03-31,160.0,21.0,1,6280
1985-12-05,,,1,6280
1985-12-10,,,1,6280
1985-12-15,,,1,6280
1985-12-20,,,1,6280
1985-12-25,,,1,6280
1985-12-31,,,1,6280
1986-01-10,59.0,2.0,1,6280
1986-01-20,82.0,11.0,1,6280
1986-01-31,104.0,11.0,1,6280
1986-02-10,109.0,7.0,1,6280
1986-02-20,122.0,7.0,1,6280
1986-02-28,146.0,8.0,1,6280
1986-03-10,149.0,8.0,1,6280
1986-03-15,,,1,6280
1986-03-20,,,1,6280
1986-03-25,,,1,6280
1986-03-31,,,1,6280
1986-12-20,43.0,2.0,1,6280
1986-12-31,54.0,8.0,1,6280
1987-11-25,,,1,6280
1987-11-30,,,1,6280
1987-12-20,69.0,7.0,1,6280
1987-12-31,85.0,9.0,1,6280
1988-01-10,98.0,11.0,1,6280
1988-01-20,99.0,12.0,1,6280
1988-01-31,104.0,15.0,1,6280
1988-02-10,104.0,11.0,1,6280
1988-02-20,122.0,11.0,1,6280
1988-02-29,134.0,11.0,1,6280
1988-03-10,157.0,12.0,1,6280
1988-03-20,137.0,24.0,1,6280
1988-03-31,,,1,6280
1989-01-05,32.0,8.0,1,6280
1989-01-10,75.0,8.0,1,6280
1989-01-20,96.0,10.0,1,6280
1989-01-31,105.0,10.0,1,6280
1989-02-10,109.0,10.0,1,6280
1989-02-20,118.0,12.0,1,6280
1989-02-28,118.0,12.0,1,6280
1989-03-10,116.0,12.0,1,6280
1989-03-20,102.0,29.0,1,6280
1989-12-20,27.0,7.0,1,6280
1989-12-31,44.0,8.0,1,6280
1990-01-10,48.0,8.0,1,6280
1990-01-20,74.0,8.0,1,6280
1990-01-31,129.0,8.0,1,6280
1990-02-10,137.0,8.0,1,6280
1990-02-20,146.0,20.0,1,6280
1990-02-28,160.0,20.0,1,6280
1990-03-05,,,1,6280
1990-03-10,157.0,12.0,1,6280
1990-12-10,,,1,6280
1990-12-20,22.0,6.0,1,6280
1990-12-31,39.0,10.0,1,6280
1991-01-10,47.0,14.0,1,6280
1991-01-20,54.0,26.0,1,6280
1991-01-31,68.0,25.0,1,6280
1991-02-10,76.0,32.0,1,6280
1991-02-20,91.0,31.0,1,6280
1991-02-28,100.0,30.0,1,6280
1991-03-10,100.0,30.0,1,6280
1991-03-20,105.0,,1,6280
1991-03-31,105.0,,1,6280
1991-12-20,18.0,5.0,1,6280
1991-12-25,39.0,18.0,1,6280
1991-12-31,55.0,20.0,1,6280
1992-01-10,62.0,19.0,1,6280
1992-01-20,87.0,18.0,1,6280
1992-01-31,117.0,15.0,1,6280
1992-02-10,139.0,15.0,1,6280
1992-02-20,174.0,13.0,1,6280
1992-02-29,179.0,12.0,1,6280
1992-03-10,180.0,26.0,1,6280
1992-03-20,185.0,37.0,1,6280
1992-11-30,,,1,6280
1992-12-15,9.0,5.0,1,6280
1992-12-20,15.0,5.0,1,6280
1992-12-25,30.0,13.0,1,6280
1992-12-31,45.0,16.0,1,6280
1993-01-10,64.0,15.0,1,6280
1993-01-20,71.0,15.0,1,6280
1993-01-31,77.0,15.0,1,6280
1993-02-10,80.0,14.0,1,6280
1993-02-20,84.0,12.0,1,6280
1993-02-28,88.0,11.0,1,6280
1993-03-10,86.0,10.0,1,6280
1993-03-20,86.0,10.0,1,6280
1993-03-31,84.0,5.0,1,6280
1993-12-10,5.0,,1,6280
1993-12-15,8.0,,1,6280
1993-12-20,12.0,2.0,1,6280
1993-12-25,17.0,,1,6280
1993-12-31,21.0,,1,6280
1994-01-10,48.0,8.0,1,6280
1994-01-20,81.0,9.0,1,6280
1994-01-31,114.0,8.0,1,6280
1994-02-10,147.0,9.0,1,6280
1994-02-20,168.0,9.0,1,6280
1994-02-28,182.0,9.0,1,6280
1994-03-10,189.0,7.0,1,6280
1994-03-20,184.0,9.0,1,6280
1994-12-10,58.0,5.0,1,6280
1994-12-20,65.0,6.0,1,6280
1994-12-31,76.0,7.0,1,6280
1995-01-10,88.0,7.0,1,6280
1995-01-20,107.0,8.0,1,6280
1995-01-31,118.0,7.0,1,6280
1995-02-10,122.0,10.0,1,6280
1995-02-20,131.0,12.0,1,6280
1995-02-28,140.0,12.0,1,6280
1995-12-20,25.0,4.0,1,6280
1995-12-31,47.0,5.0,1,6280
1996-01-05,,,1,6280
1996-01-10,62.0,4.0,1,6280
1996-01-15,,,1,6280
1996-01-20,85.0,4.0,1,6280
1996-01-25,,,1,6280
1996-01-31,100.0,4.0,1,6280
1996-02-05,,,1,6280
1996-02-10,107.0,4.0,1,6280
1996-02-15,,,1,6280
1996-02-20,104.0,12.0,1,6280
1996-02-25,,,1,6280
1996-02-29,97.0,10.0,1,6280
1996-03-05,,,1,6280
1996-03-10,94.0,9.0,1,6280
1996-03-15,,,1,6280
1996-03-20,90.0,5.0,1,6280
1996-03-25,,,1,6280
1996-03-31,77.0,,1,6280
1996-04-05,,,1,6280
1996-11-30,,,1,6280
1996-12-05,,,1,6280
1996-12-10,39.0,44.0,1,6280
1996-12-15,,,1,6280
1996-12-20,47.0,41.0,1,6280
1996-12-25,,,1,6280
1996-12-31,44.0,41.0,1,6280
1997-01-05,,,1,6280
1997-01-10,47.0,42.0,1,6280
1997-01-15,,,1,6280
1997-01-20,69.0,41.0,1,6280
1997-01-25,,,1,6280
1997-01-31,80.0,45.0,1,6280
1997-02-05,,,1,6280
1997-02-10,88.0,45.0,1,6280
1997-02-15,,,1,6280
1997-02-20,78.0,40.0,1,6280
1997-02-25,,,1,6280
1997-02-28,78.0,40.0,1,6280
1997-03-05,,,1,6280
1997-03-10,76.0,40.0,1,6280
1997-03-15,,,1,6280
1997-03-20,73.0,35.0,1,6280
1997-03-25,,,1,6280
1997-03-31,71.0,30.0,1,6280
1997-04-05,,,1,6280
1997-04-10,,,1,6280
1997-04-15,,,1,6280
1997-11-30,,,1,6280
1997-12-05,,,1,6280
1997-12-10,31.0,12.0,1,6280
1997-12-15,,,1,6280
1997-12-20,44.0,12.0,1,6280
1997-12-25,,,1,6280
1997-12-31,49.0,15.0,1,6280
1998-01-05,,,1,6280
1998-01-10,56.0,18.0,1,6280
1998-01-15,,,1,6280
1998-01-20,66.0,17.0,1,6280
1998-01-25,,,1,6280
1998-01-31,69.0,20.0,1,6280
1998-02-05,,,1,6280
1998-02-10,73.0,19.0,1,6280
1998-02-15,,,1,6280
1998-02-20,79.0,18.0,1,6280
1998-02-25,,,1,6280
1998-02-28,81.0,18.0,1,6280
1998-03-05,,,1,6280
1998-03-10,79.0,12.0,1,6280
1998-03-15,,,1,6280
1998-03-20,,,1,6280
1998-03-25,,,1,6280
1998-12-05,,,1,6280
1998-12-10,,,1,6280
1998-12-15,,,1,6280
1998-12-20,,,1,6280
1998-12-25,,,1,6280
1998-12-31,,,1,6280
1999-01-05,,,1,6280
1999-01-10,,,1,6280
1999-01-15,,,1,6280
1999-01-20,,,1,6280
1999-01-25,,,1,6280
1999-01-31,,,1,6280
1999-04-05,,,1,6280
1999-04-10,,,1,6280
1999-12-20,37.0,5.0,1,6280
1999-12-25,,,1,6280
1999-12-31,60.0,12.0,1,6280
2000-01-05,,,1,6280
2000-01-10,54.0,24.0,1,6280
2000-01-15,,,1,6280
2000-01-20,64.0,25.0,1,6280
2000-01-25,,,1,6280
2000-01-31,84.0,24.0,1,6280
2000-02-05,,,1,6280
2000-02-10,88.0,14.0,1,6280
2000-02-15,,,1,6280
2000-02-20,105.0,12.0,1,6280
2000-02-25,,,1,6280
2000-02-29,112.0,12.0,1,6280
2000-03-05,,,1,6280
2000-03-10,110.0,11.0,1,6280
2000-03-15,,,1,6280
2000-03-20,,,1,6280
2000-11-30,10.0,,1,6280
2000-12-05,,,1,6280
2000-12-10,43.0,9.0,1,6280
2000-12-15,,,1,6280
2000-12-20,68.0,16.0,1,6280
2000-12-25,,,1,6280
2000-12-31,73.0,17.0,1,6280
2001-01-05,,,1,6280
2001-01-10,90.0,13.0,1,6280
2001-01-15,,,1,6280
