date,ice_thickness,snow_height,place,station_id
1984-01-10,45.0,33.0,1,5263
1984-01-20,45.0,40.0,1,5263
1984-01-31,50.0,45.0,1,5263
1984-02-10,55.0,30.0,1,5263
1984-02-20,56.0,30.0,1,5263
1984-02-29,62.0,30.0,1,5263
1984-03-10,65.0,30.0,1,5263
1984-03-20,65.0,25.0,1,5263
1984-03-31,60.0,25.0,1,5263
1984-12-10,26.0,5.0,1,5263
1984-12-20,31.0,8.0,1,5263
1984-12-31,41.0,10.0,1,5263
1985-01-10,82.0,14.0,1,5263
1985-01-20,87.0,21.0,1,5263
1985-01-31,88.0,29.0,1,5263
1985-02-10,85.0,32.0,1,5263
1985-02-20,85.0,40.0,1,5263
1985-02-28,91.0,45.0,1,5263
1985-03-10,86.0,45.0,1,5263
1985-03-20,90.0,43.0,1,5263
1985-03-31,93.0,40.0,1,5263
1985-12-10,38.0,16.0,1,5263
1985-12-20,43.0,18.0,1,5263
1985-12-31,60.0,19.0,1,5263
1986-01-10,49.0,26.0,1,5263
1986-01-20,56.0,28.0,1,5263
1986-01-31,78.0,36.0,1,5263
1986-02-10,73.0,30.0,1,5263
1986-02-20,76.0,29.0,1,5263
1986-02-28,73.0,28.0,1,5263
1986-03-10,69.0,33.0,1,5263
1986-03-20,68.0,30.0,1,5263
1986-03-31,74.0,16.0,1,5263
1986-11-30,19.0,,1,5263
1986-12-10,38.0,13.0,1,5263
1986-12-20,48.0,21.0,1,5263
1986-12-31,53.0,28.0,1,5263
1987-01-10,60.0,21.0,1,5263
1987-01-20,64.0,27.0,1,5263
1987-01-31,69.0,35.0,1,5263
1987-02-10,73.0,28.0,1,5263
1987-02-20,73.0,25.0,1,5263
1987-02-28,68.0,28.0,1,5263
1987-03-10,57.0,28.0,1,5263
1987-03-20,56.0,18.0,1,5263
1987-03-31,54.0,10.0,1,5263
1987-11-30,16.0,,1,5263
1987-12-10,43.0,8.0,1,5263
1987-12-20,53.0,20.0,1,5263
1987-12-31,58.0,32.0,1,5263
1988-01-10,61.0,22.0,1,5263
1988-01-20,62.0,25.0,1,5263
1988-01-31,63.0,38.0,1,5263
1988-02-10,64.0,34.0,1,5263
1988-02-20,67.0,38.0,1,5263
1988-02-29,74.0,40.0,1,5263
1988-03-10,73.0,27.0,1,5263
1988-03-20,77.0,30.0,1,5263
1988-03-31,75.0,16.0,1,5263
1988-12-10,9.0,17.0,1,5263
1988-12-20,21.0,17.0,1,5263
1988-12-31,30.0,17.0,1,5263
1989-01-10,27.0,30.0,1,5263
1989-01-20,43.0,32.0,1,5263
1989-01-31,54.0,34.0,1,5263
1989-02-10,59.0,37.0,1,5263
1989-02-20,63.0,32.0,1,5263
1989-02-28,66.0,30.0,1,5263
1989-03-10,73.0,39.0,1,5263
1989-03-20,73.0,30.0,1,5263
1989-12-10,30.0,23.0,1,5263
1989-12-20,54.0,20.0,1,5263
1989-12-31,40.0,41.0,1,5263
1990-01-10,67.0,33.0,1,5263
1990-01-20,70.0,35.0,1,5263
1990-01-31,74.0,33.0,1,5263
1990-02-10,76.0,40.0,1,5263
1990-02-20,87.0,51.0,1,5263
1990-02-28,94.0,50.0,1,5263
1990-03-10,85.0,44.0,1,5263
1990-03-20,82.0,15.0,1,5263
1990-03-31,80.0,,1,5263
1990-12-10,17.0,20.0,1,5263
1990-12-20,27.0,26.0,1,5263
